Problem;Rationale;category;correct;id;options
a rectangular tank needs to be coated with insulation . the tank has dimensions of 4 feet , 5 feet , and 2 feet . each square foot of insulation costs $ 20 . how much will it cost to cover the surface of the tank with insulation ?;"""the total surface area is 2 ( 2 * 4 + 4 * 5 + 2 * 5 ) = 76 square feet the total cost is 76 * $ 20 = $ 1520 the answer is a .""";geometry;a;31221;a ) $ 1520 , b ) $ 1640 , c ) $ 1780 , d ) $ 1850 , e ) $ 1960
what will be the cost of building a fence around a square plot with area equal to 144 sq ft , if the price per foot of building the fence is rs . 58 ?;"""let the side of the square plot be a ft . a 2 = 144 = > a = 12 length of the fence = perimeter of the plot = 4 a = 48 ft . cost of building the fence = 48 * 58 = rs . 2784 . answer : a""";geometry;a;24020;a ) 2784 , b ) 2287 , c ) 2977 , d ) 2668 , e ) 1298
the ratio of the volumes of two cubes is 2744 : 3375 . what is the ratio of their total surface areas ?;"""ratio of the sides = ³ √ 2744 : ³ √ 3375 = 14 : 15 ratio of surface areas = 142 : 152 = 71 : 76 answer : a""";geometry;a;34349;a ) 71 : 76 , b ) 71 : 131 , c ) 71 : 145 , d ) 71 : 167 , e ) 71 : 113
the parameter of a square is equal to the perimeter of a rectangle of length 20 cm and breadth 16 cm . find the circumference of a semicircle whose diameter is equal to the side of the square . ( round off your answer to two decimal places ) ?;"""let the side of the square be a cm . parameter of the rectangle = 2 ( 20 + 16 ) = 72 cm parameter of the square = 72 cm i . e . 4 a = 72 a = 18 diameter of the semicircle = 18 cm circimference of the semicircle = 1 / 2 ( ∏ ) ( 18 ) = 1 / 2 ( 22 / 7 ) ( 18 ) = 396 / 14 = 28.28 cm to two decimal places answer : a""";geometry;a;29602;a ) 28.28 cm , b ) 25.45 cm , c ) 26.45 cm , d ) 20.18 cm , e ) 32.14 cm
consider a square of diagonal length d . let another square be formed with d as its side . find the ratio of the area of the bigger square to that of the smaller square .;d ^ 2 / ( 1 / 2 ) * d ^ 2 = 2 answer : a;geometry;a;30508;['a ) 2', 'b ) 3', 'c ) 4', 'd ) 16', 'e ) 41']
the roof of an apartment building is rectangular and its length is 3 times longer than its width . if the area of the roof is 675 feet squared , what is the difference between the length and the width of the roof ?;"""let the width = x x * 3 x = 675 x ^ 2 = 225 x = 15 length = 3 * 15 = 45 difference = 45 - 15 = 30 b is the answer""";geometry;b;25683;a ) 38 . , b ) 30 . , c ) 42 . , d ) 44 . , e ) 46 .
a rectangular field is to be fenced on three sides leaving a side of 20 feet uncovered . if the area of the field is 720 sq . feet , how many feet of fencing will be required ?;"""explanation we have : l = 20 ft and lb = 720 sq . ft . so , b = 36 ft . length of fencing = ( l + 2 b ) = ( 20 + 72 ) ft = 92 ft . answer b""";geometry;b;25332;a ) 34 , b ) 92 , c ) 68 , d ) 88 , e ) none
a math teacher has 26 cards , each of which is in the shape of a geometric figure . half of the cards are rectangles , and a third of the cards are rhombuses . if 8 cards are squares , what is the maximum possible number of cards that re circles .;"""a square is a special kind of rhombus ( sides are perpendicular ) a square is a special kind of rectangles ( sides with same length ) among the 26 cards with have : 15 rectangles 10 rhombus 8 squares among the 15 rectangles , there could be 8 special ones ( with sides of same length ) that are squares . that lets at least 7 rectangles that are not square . among the 10 rectangles , there could be 8 special ones ( with sides perpendicular ) that are squares . that lets at least 2 rhombus that are not square . we have 8 squares . so the minimum different cards that represent a square , a rhombus or a rectangle is 2 + 7 + 8 = 17 which means that the maximum number of circles that you could have is 26 - 17 = 9 answer ( a )""";geometry;a;22353;a ) 9 , b ) 10 , c ) 11 , d ) 12 , e ) 13
if the sides of a cube are in the ratio 5 : 3 . what is the ratio of their diagonals ?;explanation : diagonal of a cube = a √ 3 where a is side a 1 : a 2 = 5 : 3 d 1 : d 2 = 5 : 3 where √ 3 cancelled both side answer : e;geometry;e;28424;['a ) 5 : 9', 'b ) 9 : 3', 'c ) 5 : 4', 'd ) 3 : 5', 'e ) 5 : 3']
if the difference between the length and breadth of a rectangle is 23 m and its perimeter is 186 m , what is its area ?;"""length = breadth + 23 . therefore , 4 × breadth + 2 × 23 = 186 m ⇒ breadth = 35 m length = 35 + 23 = 58 m area = 58 × 35 = 2030 m 2 answer is d .""";geometry;d;26165;a ) 2510 , b ) 2535 , c ) 2530 , d ) 2030 , e ) 2520
the area of a square is equal to three times the area of a rectangle of dimensions 15 cm * 5 cm . what is the perimeter of the square ?;"""area of the square = s * s = 3 ( 15 * 5 ) = > s = 15 cm perimeter of the square = 4 * 15 = 60 cm . answer : option d""";geometry;d;25854;a ) 30 , b ) 80 , c ) 50 , d ) 60 , e ) 70
the length of the rectangular field is double its width . inside the field there is square shaped pond 8 m long . if the area of the pond is 1 / 98 of the area of the field . what is the length of the field ?;"""explanation : a / 98 = 8 * 8 = > a = 8 * 8 * 98 x * 2 x = 8 * 8 * 98 x = 56 = > 2 x = 112 answer : option e""";geometry;e;24960;a ) 73 , b ) 32 , c ) 34 , d ) 43 , e ) 112
the length of a rectangle is one - sixth of the radius of a circle . the radius of the circle is equal to the side of the square , whose area is 1296 sq . units . what is the area ( in sq . units ) of the rectangle if the rectangle if the breadth is 10 units ?;given that the area of the square = 1225 sq . units = > side of square = √ 1296 = 36 units the radius of the circle = side of the square = 35 units length of the rectangle = 2 / 5 * 35 = 14 units given that breadth = 10 units area of the rectangle = lb = 36 * 10 = 360 sq . units answer : b;geometry;b;21213;['a ) 560 sq . units', 'b ) 360 sq . units', 'c ) 260 sq . units', 'd ) 460 sq . units', 'e ) 160 sq . units']
the volume of a rectangular swimming pool is 840 cubic meters and water is flowing into the swimming pool . if the surface level of the water is rising at the rate of 0.5 meters per minute , what is the rate s , in cubic meters per minutes , at which the water is flowing into the swimming pool ?;"""the correct answer is e . there are not enough info to answer the question . a 840 cubic meters rectangle is built from : height * length * width . from the question we know the volume of the pool and the filling rate . a pool can have a height of 10 * width 8.4 * length 10 and have a volume of 840 cubic meters , and it can have a height of 1 meter , width of 100 meters and length of 8.4 . in both cases the pool will fill up in a different rate = e""";geometry;e;41867;a ) 0.125 , b ) 0.25 , c ) 0.5 , d ) 0.75 , e ) not enough information to determine the rate
the red triangle is equilateral with a side of 23 centimetres . its perimeter is;solution : all three sides of an equilateral triangle are equal . thus , its perimeter will be 23 × 3 = 69 cm answer b;geometry;b;15282;['a ) 68 cm', 'b ) 69 cm', 'c ) 70 cm', 'd ) 71 cm', 'e ) none']
a rectangular circuit board is designed to have width w inches , perimeter p inches , and area x square inches . which of the following equations must be true ?;"notice that we can discard options a , and c right away . the sum of 3 positive values can not be 0 . now , assume : width = w = 1 inchand length = 1 inch ; perimeter = p = 4 inches ; area = x = 1 square inches . plug the values of w , p , and x into the answer choices : only for e 2 w ^ 2 - pw + 2 x = 2 - 4 + 2 = 0 . answer : e .";geometry;e;42537;['a ) w ^ 2 + pw + x = 0', 'b ) w ^ 2 - pw + 2 x = 0', 'c ) 2 w ^ 2 + pw + 2 x = 0', 'd ) 2 w ^ 2 - pw - 2 x = 0', 'e ) 2 w ^ 2 - pw + 2 x = 0']
the area of an isosceles trapezoid with sides of length 5 and bases of length 8 and 14 is ?;"""we can divide the trapezoid into two triangles and a rectangle sides of triangle , t 1 - - > h 1 = 5 , b 1 = 3 , s 1 = root ( 25 - 9 ) = 4 = s 2 of triangle t 2 area of triangle = ( 1 / 2 ) * 4 * 3 = 6 side of the rectangle = 8 * 4 = 32 total area of the trapezoid = 32 + 6 + 6 = 44 answer : c""";geometry;c;44588;a ) 22 , b ) 32 , c ) 44 , d ) 55 , e ) 56
in a rectangular coordinate system , what is the area of a rectangle whose vertices have the coordinates ( - 7 , 1 ) , ( 1 , 1 ) , ( 1 , - 6 ) and ( - 7 , - 6 ) ?;"""length of side 1 = 7 + 1 = 8 length of side 2 = 6 + 1 = 7 area of rectangle = 7 * 8 = 56 e is the answer""";geometry;e;26150;a ) 112 , b ) 64 , c ) 42 , d ) 24 , e ) 56
what is the area of square field whose side of length 10 m ?;"""10 * 10 = 100 sq m answer : a""";geometry;a;35839;a ) 100 , b ) 662 , c ) 772 , d ) 882 , e ) 21
if a 2 cm cube is cut into 1 cm cubes , then what is the percentage increase in the surface area of the resulting cubes ?;"""the area a of the large cube is 2 * 2 * 6 = 24 square cm . the area of the 8 small cubes is 8 * 6 = 48 = 2 a , an increase of 100 % . the answer is b .""";geometry;b;20818;a ) 50 % , b ) 100 % , c ) 150 % , d ) 200 % , e ) 250 %
a cylinder is being filled with sand weighing 200 kg per cubic foot . the cylinder has a diameter of 1 foot and is 5 feet tall . how much sand is being used ? ?;answer is a . volume of cylinder = pi * r ^ 2 * h - - - - - - - - > pi * ( 1 / 2 ) ^ 2 * 5 - - - - - - - - > pi * ( 1 / 4 ) * 5 - - - - - - - - > ( 5 / 4 ) pi cubic feet . 1 cubic feet = 200 kg . so ( 5 / 4 ) pi cubic feet = ( ( 200 * 5 ) / 4 ) pi - - - - - - - - - > 250 pi regards , abhijit answer is a;geometry;a;25253;['a ) 250 pi kg', 'b ) 500 pi kg', 'c ) 500 pi ^ 2 kg', 'd ) 1000 pi kg', 'e ) 1000 pi ^ 2 kg']
the number 46 can be written as the sum of the squares of 3 different positive integers . what is the sum of these 3 integers ?;"""i think brute force with some common sense should be used to solve this problem . write down all perfect squares less than 46 : 1 , 4 , 9 , 16 , 25 , 36 . now , 46 should be the sum of 3 of those 8 numbers . also to simplify a little bit trial and error , we can notice that as 46 is an odd numbers then either all three numbers must be odd ( odd + odd + odd = odd ) or two must be even and one odd ( even + even + odd = odd ) . we can find that 46 equals to 1 + 9 + 36 = 1 ^ 2 + 3 ^ 2 + 6 ^ 2 = 46 - - > 1 + 3 + 6 = 10 . answer : d .""";geometry;d;34500;a ) 17 , b ) 16 , c ) 15 , d ) 10 , e ) 13
if b is the center of the circle in the figure above and the area of the shaded region is 16 π , what is the length of arc adc ?;area of 1 / 4 th of the circle is 16 pi so area of the circle = 64 pi radius of circle = 8 units circumference = 2 pi * radius = 16 pi 1 / 4 th the circumference = required length of adc = 4 pi ans : b;geometry;b;40723;['a ) 4', 'b ) 4 π', 'c ) 16', 'd ) 8 π', 'e ) 16']
cubes with each side one inch long are glued together to form a larger cube . the larger cube ' s face is painted with red color and the entire assembly is taken apart . 22 small cubes are found with no paints on them . how many of unit cubes have at least one face that is painted red ?;"""use the options . the options which after getting added to 27 shows a cube of a number could be right . here 64 + 22 = 86 72 + 22 = 94 86 + 22 = 108 98 + 22 = 120 103 + 22 = 125 - - - ( 5 * 5 * 5 ) so we have 103 as the answer ! e""";geometry;e;20239;a ) 64 , b ) 72 , c ) 86 , d ) 98 , e ) 103
how much space , in cubic units , is left vacant when maximum number of 3 x 3 x 3 cubes are fitted in a rectangular box measuring 6 x 9 x 11 ?;"""no of cubes that can be accommodated in box = ( 6 * 9 * 11 ) / ( 3 * 3 * 3 ) 6 * 9 in numerator can be perfectly divided by 3 * 3 in denominator . side with length 11 ca n ' t be perfectly divided by 3 and hence is the limiting factor . closet multiple of 3 less that 11 is 9 . so vacant area in cube = = 6 * 9 * ( 11 - 9 ) = 6 * 9 * 2 = 108 ans - e""";geometry;e;18783;a ) 112 , b ) 111 , c ) 110 , d ) 109 , e ) 108
the ratio of the volumes of two cubes is 1728 : 1331 . what is the ratio of their total surface areas ?;"""explanation : ratio of the sides = ³ √ 1728 : ³ √ 1331 = 12 : 11 ratio of surface areas = 12 ^ 2 : 11 ^ 2 = 144 : 121 answer : option a""";geometry;a;34903;a ) 144 : 121 , b ) 141 : 127 , c ) 144 : 191 , d ) 181 : 161 , e ) 81 : 182
the perimeter of a rectangle is 60 mete ( 132 ) 7 × ( 132 ) ? = ( 132 ) 11.5 .;"""7 + x = 11.5 x = 11.5 - 7 x = 4.5 answer : d""";geometry;d;17028;a ) 3 , b ) 3.5 , c ) 4 , d ) 4.5 , e ) 5
the area of a square field is 64816 sq m . how long will a lady take to cross the field diagonally at the rate of 7.2 km / hr ?;"""area of a square field = 64816 sq m let the side of square = a a ^ 2 = 64816 = > a = 254.59 diagonal = ( 2 ) ^ ( 1 / 2 ) * a = 1.414 * 254.59 = 360 speed of lady = 7.2 km / hour = 7200 m / hour = 120 m / min time taken by lady to cross the field diagonally = 360 / 120 = 3 min answer d""";geometry;d;30564;a ) 2 min , b ) 4 min , c ) 5 min , d ) 3 min , e ) 3.5 min
the radius of a cylindrical vessel is 7 cm and height is 5 cm . find the whole surface of the cylinder ?;"""r = 7 h = 5 2 π r ( h + r ) = 2 * 22 / 7 * 7 ( 12 ) = 528 answer : b""";geometry;b;31544;a ) 281 , b ) 528 , c ) 440 , d ) 767 , e ) 1981
the circumferences of two circles are 396 meters and 704 meters . find the difference between the areas of the larger and the smaller circles ?;"""let the radii of the smaller and the larger circles be s m and l m respectively . 2 ∏ s = 396 and 2 ∏ l = 704 s = 396 / 2 ∏ and l = 704 / 2 ∏ difference between the areas = ∏ l ^ 2 - ∏ s ^ 2 = ∏ { 198 ^ 2 / ∏ ^ 2 - 352 ^ 2 / ∏ ^ 2 } = 198 ^ 2 / ∏ - 352 ^ 2 / ∏ = ( 198 - 352 ) ( 198 + 352 ) / ∏ = ( 154 ) ( 550 ) / ( 22 / 7 ) = 26950 sq m answer : b""";geometry;b;30905;a ) 29960 sq m , b ) 26950 sq m , c ) 43120 sq m , d ) 27680 sq m , e ) 27786 sq m
right triangle abc is to be drawn in the xy - plane so that the right angle is at a and ab is parallel to the y - axis . if the x - and y - coordinates of a , b , and c are to be integers that are consistent with the inequalities - 6 ≤ x ≤ 2 and 4 ≤ y ≤ 9 , then how many different triangles can be drawn that will meet these conditions ?;"""we have the rectangle with dimensions 9 * 6 ( 9 horizontal dots and 6 vertical ) . ab is parallel to y - axis and ac is parallel to x - axis . choose the ( x , y ) coordinates for vertex a : 9 c 1 * 6 c 1 ; choose the x coordinate for vertex c ( as y coordinate is fixed by a ) : 8 c 1 , ( 9 - 1 = 8 as 1 horizontal dot is already occupied by a ) ; choose the y coordinate for vertex b ( as x coordinate is fixed by a ) : 5 c 1 , ( 6 - 1 = 5 as 1 vertical dot is already occupied by a ) . 9 c 1 * 6 c * 8 c 1 * 5 c 1 = 2160 . answer : c .""";geometry;c;18158;a ) 54 , b ) 432 , c ) 2,160 , d ) 2,916 , e ) 148,824
the area of a rectangular plot is 21 times its breadth . if the difference between the length and the breadth is 10 metres , what is its breadth ?;"""l × b = 21 × b ∴ l = 21 m and l – b = 10 ∴ b = 21 – 10 = 11 m answer c""";geometry;c;41116;a ) 10 metres , b ) 5 metres , c ) 11 metres , d ) data inadequate , e ) none of these
the length of a rectangle is 3 times its width . if the width of the rectangle is 4 inches , what is the rectangle ' s area , in square inches ?;"""if the width is 4 in and the length is 3 times the width , then the length is 3 * 4 = 12 in the area is given by 4 * 12 = 48 square inches correct answer d""";geometry;d;25660;a ) 30 square inches , b ) 75 square inches , c ) 68 square inches , d ) 48 square inches , e ) 92 square inches
) a cube is painted blue on all of its surfaces . it is then cut in to 27 smaller cubes of equal size . find how many smaller cubes have no color ?;if the cube is cut in to 27 smaller cubes , then number of separations made = n = 3 ( since 3 × 3 × 3 = 27 ) . number of smaller cubes with no color = ( n – 2 ) 3 = ( 3 – 2 ) 3 = 13 = 1 answer : a;geometry;a;29709;['a ) 1', 'b ) 3', 'c ) 8', 'd ) 5', 'e ) 7']
in may , the grounds keeper at spring lake golf club built a circular green with an area of 81 π square feet . in august , he doubled the distance from the center of the green to the edge of the green . what is the total area of the renovated green ?;"""area of circle 81 pi sq feet = pi r ^ 2 therefore r = 9 now green radi doubled i . e r = 18 area = 324 pi e""";geometry;e;14866;a ) 100 pi , b ) 144 pi , c ) 196 pi , d ) 256 pi , e ) 324 pi
a cube has a volume of 216 cubic feet . if a similar cube is twice as long , twice as wide , and twice as high , then the volume , in cubic feet of such cube is ?;"""volume = 216 = side ^ 3 i . e . side of cube = 6 new cube has dimensions 12 , 12 , and 12 as all sides are twice of teh side of first cube volume = 12 * 12 * 12 = 1728 square feet answer : option b""";geometry;b;33638;a ) 24 , b ) 1728 , c ) 64 , d ) 80 , e ) 100
the ratio of the radius of two circles is 2 : 7 , and then the ratio of their areas is ?;"""r 1 : r 2 = 2 : 7 î r 1 ^ 2 : î r 2 ^ 2 r 1 ^ 2 : r 2 ^ 2 = 4 : 49 answer : d""";geometry;d;33216;a ) 1 : 7 , b ) 2 : 9 , c ) 1 : 9 , d ) 4 : 49 , e ) 3 : 4
what is the measure of the radius of the circle that circumscribes a triangle whose sides measure 3 , 4 , and 5 ?;"""some of pyhtagron triplets we need to keep it in mind . like { ( 2 , 3,5 ) , ( 5 , 12,13 ) , ( 7 , 24,25 ) , ( 11 , 60,61 ) . so now we know the triangle is an right angle triangle . the circle circumscribes the triangle . the circum raduis of the circle that circumscribes the right angle triangle = hypotanse / 2 = 5 / 2 = 2.5 ans . e""";geometry;e;24943;a ) 3.5 , b ) 3 , c ) 5 , d ) 4 , e ) 2.5
the ratio of the volumes of two cubes is 512 : 729 . what is the ratio of their total surface areas ?;"""ratio of the sides = ³ √ 512 : ³ √ 729 = 8 : 9 ratio of surface areas = 82 : 92 = 41 : 46 answer : c""";geometry;c;19999;a ) 1 : 22 , b ) 81 : 12 , c ) 41 : 46 , d ) 41 : 19 , e ) 84 : 12
a rectangle having length 105 cm and width 40 cm . if the length of the rectangle is increased by twenty five percent then how much percent the breadth should be decreased so as to maintain the same area .;"""explanation : solution : ( 25 / ( 105 + 25 ) * 100 ) % = 19.23 % answer : b""";geometry;b;25486;a ) 25 % , b ) 19.23 % , c ) 40 % , d ) 75 % , e ) none of these
a rectangular region has a fence along three sides and a wall along the fourth side . the fenced side opposite the wall is twice the length of each of the other two fenced sides . if the area of the rectangular region is 200 square feet , what is the total length of the fence , in feet ?;two sides each = x the third = 2 x and the wall length is thus 2 x too x * 2 x = 2 x ^ 2 = 200 ie x ^ 2 = 100 ie x = 10 l = 20 w = 10 total lenght of fence = 2 * 10 + 20 = 40 my answer is d;geometry;d;39983;['a ) 10', 'b ) 20', 'c ) 30', 'd ) 40', 'e ) 80']
the area of a square is equal to four times the area of a rectangle of dimensions 25 cm * 16 cm . what is the perimeter of the square ?;"""area of the square = s * s = 4 ( 25 * 16 ) = > s * s = 2 * 2 * 5 * 5 * 4 * 4 = > s = 2 * 5 * 4 = 40 cm perimeter of the square = 4 * 40 = 160 cm . answer : e""";geometry;e;42463;a ) 80 cm , b ) 100 cm , c ) 120 cm , d ) 140 cm , e ) 160 cm
a diagonal of a polygon is an segment between two non - adjacent vertices of the polygon . how many diagonals does a regular 20 - sided polygon have ?;there ' s a direct formula for this . number of diagonals in a regular polygon = [ n * ( n - 3 ) ] / 2 , n = number of sides of the regular polygon . here , n = 20 . plugging it in , we get 170 diagonals ! answer ( b ) .;geometry;b;30067;['a ) 875', 'b ) 170', 'c ) 1425', 'd ) 2025', 'e ) 2500']
in front of you lies a figure made up with 20 x 10 square blocks . will you be able to find out the number of unique squares and rectangles that are being formed inside this figure by combining two or more distinct squares ?;b 11550 there is just one way to find it out and that is the generic computing method . the number of squares and rectangles formed = ( summation of column numbers ) = ( 1 + 2 + 3 + . . . . . . + 19 + 20 ) * ( 1 + 2 + 3 + . . . . . . + 9 + 10 ) = 210 * 55 = 11550;geometry;b;15485;['a ) 11647', 'b ) 11550', 'c ) 12654', 'd ) 26537', 'e ) 32651']
the area of sector of a circle whose radius is 10 metro and whose angle at the center is 42 â ° is ?;"""42 / 360 * 22 / 7 * 10 * 10 = 36.7 m 2 answer : a""";geometry;a;15786;a ) 36.7 , b ) 52.9 , c ) 52.8 , d ) 52.1 , e ) 52.2
the content of several smaller cylinders ( 3 meter diameter and 6 meter height ) were to be emptied into a larger cylinder ( 20 meter diameter and 10 meter height ) , how many smaller cylinders will fill up the larger cylinder ?;calculate the volume of the larger cylinder and divide it by the volume of the smaller cylinder . volume of cylinder = π r 2 h larger cylinder volume = 3141.59 smaller cylinder volume = 42.41 therefore the number of cylinders b that can be filled to capacity = 3141.59 / 42.41 = 74.1 answer is d 74 smaller cylinders can be filled to capacity .;geometry;d;39088;['a ) 20', 'b ) 10', 'c ) 50', 'd ) 74', 'e ) 73']
if paint costs $ 3.20 per quart , and a quart covers 120 square feet , how much will it cost to paint the outside of a cube 10 feet on each edge ?;"""total surface area = 6 a ^ 2 = 6 * 10 * 10 = 600 each quart covers 20 sqr ft thus total number of quarts = 600 / 120 = 5 cost will be 5 * 3.2 = $ 16 ans : b""";geometry;b;18993;a ) $ 1.60 , b ) $ 16.00 , c ) $ 96.00 , d ) $ 108.00 , e ) $ 196.00
find the area of a parallelogram with base 48 cm and height 36 cm ?;"""area of a parallelogram = base * height = 48 * 36 = 1728 cm 2 answer : b""";geometry;b;43543;a ) 1730 cm 2 , b ) 1728 cm 2 , c ) 1870 cm 2 , d ) 1890 cm 2 , e ) 668 cm 2
the diagonal of a rhombus are 25 m and 50 m . its area is :;"""area of the rhombus = 1 / 2 d 1 d 2 = ( 1 / 2 ã — 25 ã — 50 ) cm ( power ) 2 = 25 ã — 25 = 625 cm ( power ) 2 answer is d .""";geometry;d;16371;a ) 900 , b ) 800 , c ) 700 , d ) 625 , e ) 650
in a rectangular coordinate system , what is the area of a rectangle whose vertices have the coordinates ( - 9 , 1 ) , ( 1 , 1 ) , ( 1 , - 8 ) and ( - 9 , - 8 ) ?;"""length of side 1 = 9 + 1 = 10 length of side 2 = 8 + 1 = 9 area of rectangle = 10 * 9 = 90 d is the answer""";geometry;d;29918;a ) 72 , b ) 180 , c ) 70 , d ) 90 , e ) 140
anup manages to draw 7 circles of equal radii with their centres on the diagonal of a square such that two extreme circles touch two sides of the square and each middle circle touches two circles on either side . find the ratio of radius of the circles to the side of the square .;diagonal of square = ( 2 * r ) * 7 + ( 2 ^ ( 1 / 2 ) * r - r ) * 2 diagonal has 7 squares diameters length + little distance between extreme squares to the end point [ form a square of side r from center of extreme circle to the extreme end to find distance ] distance = 2 ^ ( 1 / 2 ) * r - r d = a * 2 ^ ( 1 / 2 ) a = 2 ^ ( 1 / 2 ) * [ 6 * r + 2 ^ ( 1 / 2 ) * r ] r / a = 1 : [ 2 + 6 * 2 ^ ( 1 / 2 ) ] answer is none of the above answer : e;geometry;e;43508;['a ) 1 : ( 2 + 6 ^ ( 1 / 2 ) )', 'b ) 1 : ( 4 + 7 ^ ( 1 / 3 ) )', 'c ) ( 2 + 7 ^ ( 1 / 2 ) ) : 1', 'd ) ( 2 + 7 ^ ( 1 / 2 ) ) : 2', 'e ) none of these']
a rectangular block has the dimensions 5 x 6 x 7 cm it is dropped into a cylindrical vessel of radius 6 cm and height 10 cm . if the level of the fluid in the cylinder rises by 4 cm , what portion of the block is immersed in the fluid ?;explanation : since level of water increased in cylinder by height 4 . this is because of the rectangular block . therefore , area of rectangular block immersed in water is = 22 / 7 x ( 6 ) ^ 2 x 4 thats why portion of block immersed in water is = ( 22 / 7 x 36 x 4 ) / total vol . of rectangle = ( 22 / 7 x 36 x 4 ) / ( 7 x 5 x 6 ) = 22 / 7 x 24 / 35 . answer is a;geometry;a;38414;['a ) 22 / 7 x 24 / 35', 'b ) 22 / 7 x 36 x 4', 'c ) 22 / 7 x 36 / 5', 'd ) 22 / 7 x 37 / 21', 'e ) 22 / 7 x 32 / 21']
the area of a square field is 576 km 2 . how long will it take for a horse to run around at the speed of 12 km / h ?;"""area of field = 576 km 2 . then , each side of field = √ 576 = 24 km distance covered by the horse = perimeter of square field = 24 × 4 = 96 km ∴ time taken by horse = distances / peed = 96 / 12 = 8 h answer c""";geometry;c;21161;a ) 12 h , b ) 10 h , c ) 8 h , d ) 6 h , e ) none of these
the perimeter of an equilateral triangle is 60 . if one of the sides of the equilateral triangle is the side of an isosceles triangle of perimeter 45 , then how long is the base of isosceles triangle ?;"""the base of the isosceles triangle is 45 - 20 - 20 = 5 units the answer is a .""";geometry;a;38121;a ) 5 units , b ) 10 units , c ) 15 units , d ) 20 units , e ) 25 units
the perimeter of a triangle is 24 cm and the inradius of the triangle is 2.5 cm . what is the area of the triangle ?;"""area of a triangle = r * s where r is the inradius and s is the semi perimeter of the triangle . area of triangle = 2.5 * 24 / 2 = 30 cm 2 answer : a""";geometry;a;24756;a ) 30 cm 2 , b ) 85 cm 2 , c ) 65 cm 2 , d ) 45 cm 2 , e ) 35 cm 2
rectangular tile each of size 50 cm by 40 cm must be laid horizontally on a rectangular floor of size 120 cm by 150 cm , such that the tiles do not overlap and they are placed with edges jutting against each other on all edges . a tile can be placed in any orientation so long as its edges are parallel to the edges of floor . no tile should overshoot any edge of the floor . the maximum number of tiles that can be accommodated on the floor is :;"""area of tile = 50 * 40 = 2000 area of floor = 120 * 150 = 18000 no of tiles = 18000 / 2000 = 9 so , the no of tile = 9 answer : a""";geometry;a;41222;a ) 9 , b ) 15 , c ) 12 , d ) 11 , e ) 10
if the radius of a circle is decreased 30 % , what happens to the area ?;"""area of square = pi * radius ^ 2 new radius = 0.7 * old radius so new area = ( 0.7 ) ^ 2 old area = > 0.49 of old area = > 49 % old area ans : a""";geometry;a;26431;a ) 51 % decrease , b ) 20 % decrease , c ) 36 % decrease , d ) 40 % decrease , e ) 50 % decrease
the length of a rectangle is increased by 25 % and its breadth is decreased by 20 % . what is the effect on its area ?;100 * 100 = 10000 125 * 80 = 10000 no change answer : a;geometry;a;41143;['a ) 10000', 'b ) 10008', 'c ) 10005', 'd ) 10004', 'e ) 10001']
the surface area of a sphere is same as the curved surface area of a right circular cylinder whose height and diameter are 8 cm each . the radius of the sphere is;solution 4 î r 2 = 2 î 4 x 8 â ‡ ’ r 2 = ( 4 x 8 / 2 ) â ‡ ’ 16 â ‡ ’ r = 4 cm . answer b;geometry;b;18672;['a ) 3 cm', 'b ) 4 cm', 'c ) 6 cm', 'd ) 8 cm', 'e ) none']
the perimeter of an equilateral triangle is 60 . if one of the sides of the equilateral triangle is the side of an isosceles triangle of perimeter 70 , then how long is the base of isosceles triangle ?;"""the base of the isosceles triangle is 70 - 20 - 20 = 30 units the answer is d .""";geometry;d;21846;a ) 15 , b ) 20 , c ) 25 , d ) 30 , e ) 35
how many odd numbers between 10 and 1600 are the squares of integers ?;"""the numbers are the squares of 5 , 7 , 9 , . . . , 39 which includes 18 numbers . the answer is d .""";geometry;d;22321;a ) 9 , b ) 12 , c ) 15 , d ) 18 , e ) 21
if the volume of two cubes are in the ratio 27 : 8 , the ratio of their edges is :;"""explanation : let the edges be a and b of two cubes , then a 3 / b 3 = 27 / 8 = > ( a / b ) 3 = ( 3 / 2 ) 3 a / b = 3 / 2 = > a : b = 3 : 2 option b""";geometry;b;41636;a ) 3 : 1 , b ) 3 : 2 , c ) 3 : 5 , d ) 3 : 7 , e ) none of these
the water level in a rectangular swimming pool measuring 40 feet by 25 feet is to be lowered by 6 inches . how many gallons of water must be removed ? ( 1 cu ft = 7.5 gallons );"""6 inches = 1 / 2 feet ( there are 12 inches in a foot . ) , so 40 * 25 * 1 / 2 = 500 feet ^ 3 of water must be removed , which equals to 500 * 7.5 = 3750 gallons . answer : d .""";geometry;d;18772;a ) 100 , b ) 250 , c ) 750 , d ) 3750 , e ) 5625
the length of a rectangular plot is thrice its breadth . if the area of the rectangular plot is 2700 sq m , then what is the breadth of the rectangular plot ?;"""let the breadth of the plot be b m . length of the plot = 3 b m ( 3 b ) ( b ) = 2700 3 b 2 = 2700 b 2 = 900 = 30 ( b > 0 ) b = 30 m . answer : e""";geometry;e;34586;a ) 11 , b ) 17 , c ) 18 , d ) 101 , e ) 30
